System,T(K),GammaInf,Ref,1,2,3,4,5,6,
"cyclohexane/Dimethyl malonate", 343.15, 8.51, "10.1021/ie960426f"
"cyclohexane/Dimethyl malonate", 353.15, 6.29, "10.1021/ie960426f"
"benzene/phenyl acetate", 313.15, 1.29, "10.1021/ie960426f"
"benzene/phenyl acetate", 328.15, 1.15, "10.1021/ie960426f"
"benzene/phenyl acetate", 343.15, 1.10, "10.1021/ie960426f"
"benzene/phenyl acetate", 353.15, 1.08, "10.1021/ie960426f"
"cyclohexene/phenyl acetate", 313.15, 3.55, "10.1021/ie960426f"
"cyclohexene/phenyl acetate", 328.15, 2.66, "10.1021/ie960426f"
"cyclohexene/phenyl acetate", 343.15, 2.05, "10.1021/ie960426f"
"cyclohexene/phenyl acetate", 353.15, 1.96, "10.1021/ie960426f"
"cyclohexane/phenyl acetate", 313.15, 4.74, "10.1021/ie960426f"
"cyclohexane/phenyl acetate", 328.15, 3.59, "10.1021/ie960426f"
"cyclohexane/phenyl acetate", 343.15, 3.03, "10.1021/ie960426f"
"cyclohexane/phenyl acetate", 353.15, 2.90, "10.1021/ie960426f"
